,Datetime,P,I,T,T_NCEP,H_NCEP,W_NCEP,I_NCEP
1013,6/4/2022 17:00,272,128.2429475,41,31.19,41.38,4.63,407.2245
1014,7/4/2022 7:00,468.8,173.548025,33.75,23.41,58.39,3.69,67.374
1015,7/4/2022 8:00,1051.6,384.170475,34.75,24.96,51.88,4.7,284.9468
1016,7/4/2022 9:00,1688,627.99075,36.5,26.5,45.37,5.73,536.049
1017,7/4/2022 10:00,2088,794.894375,37.75,28.05,38.86,6.79,733.0482
1018,7/4/2022 11:00,2360,920.06195,40,29.38,35.77,6.89,890.6004
1019,7/4/2022 12:00,2376,932.225825,39.5,30.71,32.68,6.99,995.2059
1020,7/4/2022 13:00,2160,847.823125,40,32.04,29.6,7.11,997.149
1021,7/4/2022 14:00,1768,688.098075,40,32.01,29.61,6.95,933.7185
1022,7/4/2022 15:00,1304,504.611725,40,31.97,29.62,6.79,810.9714
1023,7/4/2022 16:00,756,294.82285,40,31.94,29.63,6.63,617.5569
1024,7/4/2022 17:00,200,85.0582875,39.75,30.66,32.74,5.51,401.3001
1025,8/4/2022 7:00,523.6,202.165175,33.75,22.27,53.33,2.23,67.6289
1026,8/4/2022 8:00,1210.8,448.138175,34.5,24.2,47.55,3.54,263.6848
1027,8/4/2022 9:00,1808,684.868875,36,26.12,41.76,4.87,482.5551
1028,8/4/2022 10:00,2188,849.846375,38,28.05,35.98,6.22,667.7505
1029,8/4/2022 11:00,2316,908.262225,39.25,29.26,33.61,6.08,820.5909
1030,8/4/2022 12:00,2388,949.66645,40,30.47,31.23,5.95,927.0156
1031,8/4/2022 13:00,2036,806.710225,40,31.68,28.85,5.81,938.2383
1032,8/4/2022 14:00,1732,675.0439,40,31.81,28.95,5.4,887.7195
1033,8/4/2022 15:00,1040,392.627725,40,31.94,29.05,5,779.3226
1034,8/4/2022 16:00,796,305.699975,40,32.07,29.15,4.61,560.4471
1035,8/4/2022 17:00,224,93.23228,39.75,30.8,32.31,3.82,340.6977
1036,9/4/2022 7:00,568,214.70945,33.25,23.66,57.56,1.89,59.9082
1037,9/4/2022 8:00,1172,437.2287,35.25,25.35,51.48,2.3,249.5372
1038,9/4/2022 9:00,1652,629.220925,37.75,27.04,45.41,2.72,482.7204
1039,9/4/2022 10:00,1900,744.612,40.75,28.74,39.33,3.15,681.3096
1040,9/4/2022 11:00,1980,784.672825,41,29.84,36.64,2.97,852.6696
1041,9/4/2022 12:00,1936,764.359125,41.75,30.94,33.95,2.8,979.5618
1042,9/4/2022 13:00,1896,748.45625,41.5,32.04,31.25,2.62,978.6957
1043,9/4/2022 14:00,1628,642.169825,41.25,32.2,30.59,2.52,913.9812
1044,9/4/2022 15:00,1180,460.2859,41.25,32.36,29.93,2.43,791.8695
1045,9/4/2022 16:00,640,255.06155,41.25,32.52,29.27,2.33,589.761
1046,9/4/2022 17:00,196,83.8605075,41,31.38,31.35,2.27,374.172
1047,10/4/2022 7:00,520,196.93705,33.75,25.56,44.52,0.89,68.5482
1048,10/4/2022 8:00,1080,407.057725,36,27.78,40,0.74,278.9939
1049,10/4/2022 9:00,1588,617.073175,39.5,30,35.47,0.67,533.727
1050,10/4/2022 10:00,1936,775.827025,42.75,32.22,30.95,0.72,733.968
1051,10/4/2022 11:00,2128,870.79935,44,33.28,30.22,0.69,897.3546
1052,10/4/2022 12:00,2128,876.278375,44.75,34.33,29.48,0.9,1009.242
1053,10/4/2022 13:00,1984,808.44215,44.75,35.39,28.75,1.24,1017.3639
1054,10/4/2022 14:00,1684,678.426825,44.25,35.29,28.69,1.61,958.9062
1055,10/4/2022 15:00,1248,493.062875,44,35.19,28.64,2.01,838.8153
1056,10/4/2022 16:00,692,277.746475,43.5,35.09,28.58,2.41,636.1164
1057,10/4/2022 17:00,216,93.3294,43.25,34.06,30.38,2.32,412.2099
1058,11/4/2022 7:00,488.4,188.0832,35.5,26.86,58.3,0.95,73.7136
1059,11/4/2022 8:00,1042.4,396.318175,37.75,28.93,51.65,0.64,281.7545
1060,11/4/2022 9:00,1536,597.374625,41,30.99,45,0.36,509.7492
1061,11/4/2022 10:00,1864,746.368225,43.25,33.06,38.35,0.25,697.1865
1062,11/4/2022 11:00,2040,830.932825,45,34.1,35.65,0.66,848.94
1063,11/4/2022 12:00,2068,845.840275,45.75,35.13,32.95,1.22,951.5613
1064,11/4/2022 13:00,1904,781.403175,45.75,36.16,30.25,1.8,971.7453
1065,11/4/2022 14:00,1624,655.3211,46.25,36.05,30.19,1.16,927.951
1066,11/4/2022 15:00,1212,485.0912,46,35.95,30.13,1.39,822.363
1067,11/4/2022 16:00,652,273.691825,45.25,35.84,30.07,2.22,592.7751
1068,11/4/2022 17:00,268,110.17112,44.5,34.14,35.41,2.34,361.5771
1069,12/4/2022 7:00,517.2,199.58345,38.25,26.69,66.35,1.93,69.7617
1070,12/4/2022 8:00,1036,395.363225,40,29.03,57.44,2.2,275.2621
1071,12/4/2022 9:00,1548,603.136875,42.25,31.37,48.54,2.52,527.0199
1072,12/4/2022 10:00,1928,770.92265,44.75,33.71,39.64,2.85,689.9703
1073,12/4/2022 11:00,2112,860.27835,46,34.35,37.55,2.85,805.2555
1074,12/4/2022 12:00,2132,872.466525,46,34.99,35.47,2.89,866.0094
1075,12/4/2022 13:00,1824,767.790625,47,35.63,33.39,2.96,701.9415
1076,12/4/2022 14:00,1580,605.9128,46.75,33.85,40.1,3.95,498.4344
1077,12/4/2022 15:00,568,227.010905,44.75,32.06,46.81,4.97,291.3992
1078,12/4/2022 16:00,504,175.62795,39.75,30.28,53.52,6.02,234.1916
1079,12/4/2022 17:00,116,45.0056235,39.75,30.16,53.14,5,161.2753
1080,13/4/2022 7:00,640,249.0403,36.75,26.69,70.51,1.64,80.7292
1081,13/4/2022 8:00,1272,490.91015,39,28.93,61.71,1.69,298.8049
1082,13/4/2022 9:00,1768,703.831025,42,31.17,52.92,1.99,548.6541
1083,13/4/2022 10:00,2112,867.052275,45,33.42,44.12,2.44,745.6266
1084,13/4/2022 11:00,2288,963.5622,47,34.82,38.63,2.16,903.081
1085,13/4/2022 12:00,2168,926.71435,48,36.23,33.14,1.89,1007.4813
1086,13/4/2022 13:00,2124,897.409425,48,37.63,27.65,1.63,985.9341
1087,13/4/2022 14:00,1932,799.78255,47.5,37.05,28.53,2.52,901.2624
1088,13/4/2022 15:00,1268,500.014825,47,36.47,29.41,3.54,763.7304
1089,13/4/2022 16:00,924,358.8634,45.75,35.89,30.3,4.6,505.9197
1090,13/4/2022 17:00,256,106.47258,43.75,34.76,32.55,3.91,274.9793
1091,14/4/2022 7:00,632,246.992725,37.25,26.77,68.34,1.59,82.2875
1092,14/4/2022 8:00,1224,473.6233,39.75,29.04,59.05,1.75,303.6474
1093,14/4/2022 9:00,1732,688.421725,43,31.31,49.76,1.98,551.811
1094,14/4/2022 10:00,2104,861.306175,45.25,33.58,40.47,2.28,747.8682
1095,14/4/2022 11:00,2288,957.2011,47,34.96,35.61,1.98,904.3911
1096,14/4/2022 12:00,2308,966.856125,48,36.34,30.75,1.71,1007.8761
1097,14/4/2022 13:00,2192,919.519675,48,37.73,25.88,1.48,974.9457
1098,14/4/2022 14:00,1880,771.4082,47.75,37.44,26.26,2.03,880.1913
1099,14/4/2022 15:00,1448,588.496475,47.25,37.16,26.64,2.61,735.8202
1100,14/4/2022 16:00,840,340.184575,47,36.88,27.03,3.22,439.2336
1101,14/4/2022 17:00,116,51.65005,45,35.76,29.32,3.15,198.9222
1102,15/4/2022 7:00,668,263.551175,37.25,27.66,54.85,1.97,86.5424
1103,15/4/2022 8:00,1296,506.08465,41.75,30.09,47.64,2.11,306.7287
1104,15/4/2022 9:00,1768,709.7956,44.25,32.53,40.43,2.34,558.0447
1105,15/4/2022 10:00,2060,849.223225,45.5,34.96,33.22,2.62,754.6122
1106,15/4/2022 11:00,2240,944.438275,47,36.18,29.85,2.17,910.8888
1107,15/4/2022 12:00,2184,947.99925,47,37.4,26.48,1.74,1013.5308
1108,15/4/2022 13:00,1768,763.574125,47,38.63,23.1,1.35,985.4793
1109,15/4/2022 14:00,1472,599.138875,46.75,38.28,23.43,2.15,894.8307
1110,15/4/2022 15:00,1584,647.9078,47,37.94,23.75,3.04,752.9007
1111,15/4/2022 16:00,1028,414.689475,46.75,37.6,24.07,3.96,464.2167
1112,15/4/2022 17:00,308,135.42151,45.75,36.4,26.84,3.65,223.8267
1113,16/4/2022 7:00,516,196.961325,37.75,27.79,57.38,2.18,86.6516
1114,16/4/2022 8:00,1160,438.806875,40.5,30.18,50.29,1.63,301.5441
1115,16/4/2022 9:00,1720,702.85985,43.5,32.56,43.2,1.14,543.729
1116,16/4/2022 10:00,2008,833.61165,45.25,34.95,36.11,0.79,735.4179
1117,16/4/2022 11:00,2176,905.971875,47.5,36.04,33.1,0.76,888.1893
1118,16/4/2022 12:00,2232,945.320425,48,37.14,30.09,0.73,988.9272
1119,16/4/2022 13:00,2100,887.632925,48.25,38.23,27.08,0.69,895.7388
1120,16/4/2022 14:00,1856,771.93425,47.75,36.85,30.39,2.55,748.413
1121,16/4/2022 15:00,1016,396.739,46.75,35.46,33.7,4.42,570.1143
1122,16/4/2022 16:00,848,347.9135,46.25,34.07,37.02,6.28,370.077
1123,16/4/2022 17:00,328,140.7548825,46,33.5,38.01,4.78,194.9834
1124,17/4/2022 7:00,556,208.518275,37.25,26.42,73.81,1.85,68.3553
1125,17/4/2022 8:00,976,373.018225,40.5,28.54,65.39,1.5,263.3354
1126,17/4/2022 9:00,1544,599.195575,41.75,30.66,56.96,1.21,513.0408
1127,17/4/2022 10:00,1920,814.1154,44.5,32.78,48.54,1.04,704.1594
1128,17/4/2022 11:00,1872,779.282825,45.25,33.88,44.39,1.48,862.419
1129,17/4/2022 12:00,1964,794.1013,45.5,34.98,40.24,1.96,973.0371
1130,17/4/2022 13:00,1056,402.995,44.75,36.08,36.09,2.45,844.215
1131,17/4/2022 14:00,436,168.5303075,44,34.42,42.01,3.13,666.0639
1132,17/4/2022 15:00,52,19.38292975,42.75,32.76,47.94,4.42,468.1764
1133,17/4/2022 16:00,32,12.9813,38.25,31.1,53.86,5.95,320.9979
1134,17/4/2022 17:00,20,8.06880325,38,29.62,59.91,4.73,183.6423
1135,18/4/2022 7:00,406,146.913725,36.75,25.48,77.96,2.28,63.968
1136,18/4/2022 8:00,1107.2,419.545325,38,26.93,72.42,2.71,234.2761
1137,18/4/2022 9:00,1648,663.786425,40.25,28.37,66.88,3.2,437.6037
1138,18/4/2022 10:00,1888,750.54425,42.25,29.82,61.35,3.73,504.4806
1139,18/4/2022 11:00,1164,448.27575,43,28.92,66.2,3.92,510.6348
1140,18/4/2022 12:00,2072,850.493675,42.75,28.02,71.05,4.13,465.0324
1141,18/4/2022 13:00,1148,434.50135,42.5,27.13,75.9,4.37,349.1829
1142,18/4/2022 14:00,796,293.722175,42,26.68,77.45,3.39,215.6627
1143,18/4/2022 15:00,932,359.138575,42,26.24,79.01,2.47,88.486
1144,18/4/2022 16:00,212,75.28184,41.75,25.8,80.56,1.7,99.1576
1145,18/4/2022 17:00,48,19.09967125,39.75,25.74,80.48,1.19,87.4228
1146,19/4/2022 7:00,236,88.17411,34.25,22.78,78.22,3.69,54.09
1147,19/4/2022 8:00,1072.8,383.709175,35,23.43,75.39,3.74,174.4229
1148,19/4/2022 9:00,1704,655.5072,36.5,24.09,72.55,3.8,304.662
1149,19/4/2022 10:00,2172,841.720925,37.75,24.74,69.72,3.86,432.0495
1150,19/4/2022 11:00,1676,642.882,39.75,25.71,66.5,3.62,545.3406
1151,19/4/2022 12:00,1740,666.092875,38.75,26.68,63.28,3.4,632.3865
1152,19/4/2022 13:00,1924,783.28885,39.5,27.65,60.06,3.19,686.1597
1153,19/4/2022 14:00,1644,632.231525,39.75,28.1,58.64,2.81,693.6258
1154,19/4/2022 15:00,1168,433.63535,40,28.55,57.21,2.43,648.6264
1155,19/4/2022 16:00,556,216.60322,39,29,55.79,2.07,500.256
1156,19/4/2022 17:00,196,74.7881625,37.5,28.39,58.26,1.54,330.6051
1157,20/4/2022 7:00,717.6,268.3666,35,23.68,70.21,3.01,85.174
1158,20/4/2022 8:00,1369.2,516.589475,36.75,25.19,64.6,3.31,287.4386
1159,20/4/2022 9:00,1868,728.005025,39,26.71,58.99,3.61,522.9114
1160,20/4/2022 10:00,2200,885.1403,40.5,28.22,53.37,3.91,717.5703
1161,20/4/2022 11:00,2364,972.302775,42,29.56,49.63,3.8,879.9717
1162,20/4/2022 12:00,2388,992.9888,42.25,30.89,45.88,3.69,994.641
1163,20/4/2022 13:00,2260,926.18035,42.75,32.23,42.13,3.58,1001.5935
1164,20/4/2022 14:00,1984,794.9591,42,32.55,40.91,3.16,944.0109
1165,20/4/2022 15:00,1496,585.8905,41.75,32.87,39.7,2.75,826.4349
1166,20/4/2022 16:00,432,170.933975,41.5,33.2,38.48,2.37,626.5074
1167,20/4/2022 17:00,280,122.0517575,40.75,32.26,40.98,1.62,406.5327
1168,21/4/2022 7:00,697.2,267.120225,36.75,26.78,61.02,0.57,95.173
1169,21/4/2022 8:00,1312.8,501.771025,39.25,28.33,56.04,1.25,311.5827
1170,21/4/2022 9:00,1812,714.96705,41.5,29.88,51.06,1.94,556.3713
1171,21/4/2022 10:00,2160,886.888375,43.75,31.42,46.08,2.64,742.3881
1172,21/4/2022 11:00,1988,824.863,45.5,32.3,43.88,2.21,887.0622
1173,21/4/2022 12:00,1340,532.6299,44.25,33.17,41.68,1.85,978.6282
1174,21/4/2022 13:00,1536,565.3785,44,34.05,39.47,1.62,788.5029
1175,21/4/2022 14:00,1078,287.1264,43,33.45,41.36,1.78,555.7149
1176,21/4/2022 15:00,408,153.3962625,43.25,32.85,43.25,2.05,320.7363
1177,21/4/2022 16:00,304,104.684015,41.25,32.26,45.14,2.39,251.2952
1178,21/4/2022 17:00,152,58.6505575,39.75,31.45,48.29,2.11,169.0618
1179,22/4/2022 7:00,754.4,293.17995,37,26.63,69.75,1.09,95.4678
1180,22/4/2022 8:00,1349.6,519.6082,40.25,28.46,62.6,1.29,310.5987
1181,22/4/2022 9:00,1860,744.976225,42.5,30.29,55.46,1.51,554.4489
1182,22/4/2022 10:00,2048,825.283875,45.25,32.13,48.31,1.72,740.8479
1183,22/4/2022 11:00,1664,652.083875,46,33.15,44.98,1.49,886.6647
1184,22/4/2022 12:00,2336,1004.90985,45.5,34.16,41.66,1.4,979.8708
1185,22/4/2022 13:00,1772,736.39755,45.75,35.18,38.33,1.47,755.952
1186,22/4/2022 14:00,1204,490.43265,45,33.86,43.09,2.28,492.909
1187,22/4/2022 15:00,680,243.496525,43.5,32.53,47.85,3.16,237.3233
1188,22/4/2022 16:00,324,125.8717075,42,31.21,52.61,4.07,166.7171
1189,22/4/2022 17:00,148,55.882725,41.75,30.55,54.93,3.71,98.716
1190,23/4/2022 7:00,732,284.075275,37,26.94,70.19,0.94,97.5543
1191,23/4/2022 8:00,1292,494.6572,39.75,28.86,63.01,0.78,315.642
1192,23/4/2022 9:00,1820,729.073325,42.5,30.78,55.84,0.62,556.4541
1193,23/4/2022 10:00,2144,883.400275,44.75,32.7,48.66,0.46,741.5835
1194,23/4/2022 11:00,2128,885.245475,46.25,33.82,44.55,0.19,886.1775
1195,23/4/2022 12:00,2204,843.404275,46.5,34.93,40.45,0.19,978.2721
1196,23/4/2022 13:00,2012,881.255625,47.25,36.04,36.35,0.47,810.4092
1197,23/4/2022 14:00,1804,691.91795,46.5,35.3,37.97,0.84,598.0413
1198,23/4/2022 15:00,1452,587.8976,45,34.56,39.59,2.12,377.2812
1199,23/4/2022 16:00,808,322.460725,46,33.82,41.2,3.39,213.5265
1200,23/4/2022 17:00,152,67.0268975,44,32.93,44.13,3.54,86.157
1201,24/4/2022 7:00,744,295.42175,38.5,27.75,65.73,0.86,101.1857
1202,24/4/2022 8:00,1360,530.50955,41,29.72,58.79,0.64,316.8207
1203,24/4/2022 9:00,1860,744.668675,43.75,31.69,51.85,0.43,559.8663
1204,24/4/2022 10:00,2160,896.810525,46.5,33.66,44.91,0.23,745.6557
1205,24/4/2022 11:00,2200,903.115,47.75,34.68,41.72,0.51,890.754
1206,24/4/2022 12:00,2076,897.182775,47,35.69,38.53,0.81,983.1618
1207,24/4/2022 13:00,2252,915.34365,45.5,36.7,35.34,1.12,811.5705
1208,24/4/2022 14:00,1912,787.40825,47.25,35.3,39.89,2.52,595.6284
1209,24/4/2022 15:00,1488,588.2132,46,33.89,44.44,4.05,372.0954
1210,24/4/2022 16:00,904,369.34395,45.75,32.48,49,5.6,261.3701
1211,24/4/2022 17:00,276,129.262695,45.5,31.92,50.65,4.98,154.7389
1212,25/4/2022 7:00,780.4,312.781375,39.5,27.83,66.12,1.41,103.2264
1213,25/4/2022 8:00,1404.4,548.5005,42.75,29.91,59.16,1.16,319.5582
1214,25/4/2022 9:00,1872,752.3409,45.5,31.99,52.2,0.94,561.9711
1215,25/4/2022 10:00,2164,893.055375,47.5,34.07,45.25,0.76,751.3089
1216,25/4/2022 11:00,2116,876.974325,48,35.24,41.49,0.82,901.0191
1217,25/4/2022 12:00,1396,551.729625,47,36.41,37.73,0.88,998.3523
1218,25/4/2022 13:00,1024,393.7365,46,37.58,33.97,0.95,987.3945
1219,25/4/2022 14:00,1320,497.18225,46.25,37.76,32,0.78,914.0355
1220,25/4/2022 15:00,1564,645.690275,46,37.94,30.03,0.6,785.9064
1221,25/4/2022 16:00,1100,442.1493,46.25,38.12,28.06,0.42,532.9974
1222,25/4/2022 17:00,288,129.44884,45,36.51,33.59,1.55,300.7716
1223,26/4/2022 7:00,773.6,311.057575,39.75,28.34,66.73,1.96,102.4852
1224,26/4/2022 8:00,1401.2,547.213675,42.75,30.33,59.01,1.81,316.9296
1225,26/4/2022 9:00,1876,749.5488,45.75,32.31,51.29,1.69,559.101
1226,26/4/2022 10:00,2020,823.06635,47.5,34.3,43.56,1.61,743.5302
1227,26/4/2022 11:00,2008,829.565175,48.25,35.35,40.18,1.85,887.4462
1228,26/4/2022 12:00,1812,798.196425,48.75,36.41,36.79,2.11,978.9798
1229,26/4/2022 13:00,2212,910.0508,49,37.46,33.4,2.38,794.5692
1230,26/4/2022 14:00,1600,686.536075,48.75,36.57,35.84,2.62,567.5727
1231,26/4/2022 15:00,876,339.1001,47.75,35.69,38.27,2.87,336.9324
1232,26/4/2022 16:00,364,139.70275,45.75,34.8,40.71,3.12,320.088
1233,26/4/2022 17:00,156,62.0091875,43.5,32.97,47.8,2.34,255.0896
1234,27/4/2022 7:00,545.6,197.6087675,37.75,28.01,70.29,2.11,103.8925
1235,27/4/2022 8:00,1305.2,498.930375,40.75,30.03,62.57,2.1,317.0433
1236,27/4/2022 9:00,1804,724.0556,44,32.05,54.85,2.15,555.6465
1237,27/4/2022 10:00,2112,871.2445,47,34.07,47.13,2.25,735.2925
1238,27/4/2022 11:00,2272,955.24255,48,35.38,43.06,1.56,873.6882
1239,27/4/2022 12:00,2148,907.080575,48.25,36.68,39,0.9,959.7843
1240,27/4/2022 13:00,1792,749.144175,47.75,37.99,34.94,0.44,800.0688
1241,27/4/2022 14:00,1712,695.705525,47.25,37.13,37.01,0.97,596.4195
1242,27/4/2022 15:00,1128,443.25805,47.25,36.26,39.09,1.93,383.1417
1243,27/4/2022 16:00,864,344.384875,46.75,35.4,41.16,2.92,323.1111
1244,27/4/2022 17:00,324,137.9951175,46,34.62,43.47,2.53,233.9357
1245,28/4/2022 7:00,706,282.4971,39.75,28.94,63.44,0.79,105.0473
1246,28/4/2022 8:00,1289.6,509.103375,43.5,31.19,56.58,0.77,321.4902
1247,28/4/2022 9:00,1748,707.3272,46.5,33.44,49.73,0.75,559.9512
1248,28/4/2022 10:00,2068,861.289975,48.75,35.69,42.87,0.73,743.9772
1249,28/4/2022 11:00,1880,774.694025,49.75,36.74,39.56,0.56,888.2493
1250,28/4/2022 12:00,1740,742.61305,48.25,37.78,36.25,0.55,980.6538
1251,28/4/2022 13:00,880,367.482525,48.25,38.82,32.94,0.71,785.6514
1252,28/4/2022 14:00,296,106.2135925,47.25,37.29,37.41,0.71,549.5988
1253,28/4/2022 15:00,108,39.3809325,44.75,35.75,41.87,2.08,313.071
1254,28/4/2022 16:00,280,102.3612675,42,34.22,46.34,3.46,184.5688
1255,28/4/2022 17:00,84,34.541271,42,31.41,57.88,3.21,81.7057
1256,29/4/2022 7:00,470.8,159.2314,34,25.94,77.22,1.93,64.0146
1257,29/4/2022 8:00,1087.2,388.128,35.75,27.14,71.15,1.87,195.4942
1258,29/4/2022 9:00,1208,431.4988,37.5,28.33,65.08,1.85,348.5397
1259,29/4/2022 10:00,1988,774.346,39.25,29.53,59.01,1.88,518.604
1260,29/4/2022 11:00,2028,796.74765,41,31.02,54.21,1.34,682.5384
1261,29/4/2022 12:00,2376,976.640675,41.75,32.51,49.41,0.81,820.455
1262,29/4/2022 13:00,2368,976.10655,42.75,34,44.61,0.28,734.4267
1263,29/4/2022 14:00,1672,667.6549,42.75,33.7,45.25,0.59,605.7546
1264,29/4/2022 15:00,1300,494.15545,42.75,33.39,45.88,1.26,454.4355
1265,29/4/2022 16:00,1196,470.1109,43,33.09,46.52,1.95,311.442
1266,29/4/2022 17:00,532,213.455025,43,31.84,51.21,2.44,178.5216
1267,30/4/2022 7:00,792,294.7905,37.25,25.93,73.99,1.3,100.6987
1268,30/4/2022 8:00,1160,436.322275,40,27.92,66.21,1.08,302.5968
1269,30/4/2022 9:00,1568,618.4571,42.5,29.92,58.44,0.93,534.6861
1270,30/4/2022 10:00,1616,618.667475,44,31.92,50.66,0.91,721.788
1271,30/4/2022 11:00,2204,937.421675,44.75,32.99,46.49,1.3,875.1462
1272,30/4/2022 12:00,2132,871.544025,44.75,34.05,42.31,2.07,980.5587
1273,30/4/2022 13:00,1436,678.103075,45.25,35.12,38.13,2.92,767.9811
1274,30/4/2022 14:00,1204,498.97085,45.5,33.15,46.99,3.28,516.3768
1275,30/4/2022 15:00,556,179.876825,44,31.18,55.84,3.68,269.3602
1276,30/4/2022 16:00,836,326.60435,43.5,29.2,64.69,4.09,168.3643
1277,30/4/2022 17:00,236,100.1033275,41.5,28.97,65.51,3.31,83.4845
1278,1/5/2022 7:00,480,176.4615325,35.5,26.67,76.47,1.72,103.6398
1279,1/5/2022 8:00,1000,361.825475,36.75,28.09,69.77,1.99,308.6859
1280,1/5/2022 9:00,1000,376.554875,38.5,29.51,63.07,2.48,543.507
1281,1/5/2022 10:00,1312,500.945575,38.75,30.93,56.36,3.08,727.3374
1282,1/5/2022 11:00,1672,688.0009,40.75,32.16,51.53,3.25,874.9689
1283,1/5/2022 12:00,1424,609.344275,41.5,33.4,46.7,3.42,973.3179
1284,1/5/2022 13:00,1812,775.85935,42.25,34.63,41.87,3.59,750.9045
1285,1/5/2022 14:00,1704,665.8016,42,33.85,44.3,1.87,491.0379
1286,1/5/2022 15:00,1476,551.93195,42.25,33.06,46.73,0.18,238.9969
1287,1/5/2022 16:00,900,357.4795,42,32.28,49.16,1.59,144.0998
1288,1/5/2022 17:00,140,60.98946,41.75,31.16,53.38,0.88,66.7998
1289,2/5/2022 7:00,128.4,46.1224675,32,22,77.49,6.11,61.856
1290,2/5/2022 8:00,151.2,49.448725,32.25,22.47,75.17,6.58,174.6054
1291,2/5/2022 9:00,392,130.22577,32.75,22.94,72.85,7.06,295.5193
1292,2/5/2022 10:00,420,140.576825,33,23.41,70.53,7.54,374.7054
1293,2/5/2022 11:00,548,176.8257,33,23.64,69.75,7.51,427.4514
1294,2/5/2022 12:00,964,340.43545,33.5,23.86,68.96,7.48,451.1931
1295,2/5/2022 13:00,552,190.632525,33.25,24.09,68.18,7.46,413.1348
1296,2/5/2022 14:00,408,144.9956175,33.25,23.79,68.57,7.27,350.727
1297,2/5/2022 15:00,72,107.2009425,32.5,23.49,68.96,7.09,273.256
1298,2/5/2022 16:00,48,60.5848025,32.25,23.19,69.36,6.93,172.8033
1299,2/5/2022 17:00,48,18.533155,32.5,22.96,70.39,6.6,87.4921
1300,3/5/2022 7:00,0,70.8711225,29.75,20.64,67.48,5.14,12.8009
1301,3/5/2022 8:00,0,153.987065,30,20.82,66.77,5.13,36.1096
1302,3/5/2022 9:00,420,142.033575,31,21.01,66.06,5.13,61.2897
1303,3/5/2022 10:00,808,266.634675,31,21.2,65.35,5.13,114.4177
1304,3/5/2022 11:00,780,266.87745,32.25,21.51,66.52,5.13,174.2128
1305,3/5/2022 12:00,620,203.84855,31.75,21.83,67.69,5.21,232.0553
1306,3/5/2022 13:00,592,199.64825,31.75,22.15,68.86,5.38,190.3469
1307,3/5/2022 14:00,852,288.437425,31.75,21.87,69.38,5.45,138.5152
1308,3/5/2022 15:00,380,125.8150275,31,21.6,69.91,5.52,85.2957
1309,3/5/2022 16:00,328,107.8969575,31.25,21.32,70.44,5.6,59.4955
1310,3/5/2022 17:00,92,34.53318,30.5,21.22,70.91,5.03,34.9917
1311,4/5/2022 7:00,96,33.4163325,29.5,19.69,77.75,4.08,29.6795
1312,4/5/2022 8:00,224,75.88882,30,20.13,74.77,4.28,85.3708
1313,4/5/2022 9:00,584,195.84445,30,20.57,71.78,4.48,147.6728
1314,4/5/2022 10:00,1120,393.9712,30.75,21,68.79,4.68,300.0795
1315,4/5/2022 11:00,1312,460.3668,32,22.56,63.98,4.55,476.6058
1316,4/5/2022 12:00,1780,657.077275,33.5,24.12,59.17,4.42,651.1377
1317,4/5/2022 13:00,1704,642.234525,34.25,25.68,54.36,4.28,746.2641
1318,4/5/2022 14:00,988,360.482025,35,26.51,52.68,4.18,790.2153
1319,4/5/2022 15:00,624,219.193025,35,27.34,51.01,4.08,769.5006
1320,4/5/2022 16:00,536,194.735725,35,28.17,49.34,3.99,588.5703
1321,4/5/2022 17:00,208,79.0370275,35,26.88,54.29,3.41,387.4653
1322,5/5/2022 7:00,687.6,252.24515,33.25,23.21,65.85,1.77,110.5235
1323,5/5/2022 8:00,930.8,341.001975,35.75,24.87,61.02,2.18,305.7405
1324,5/5/2022 9:00,1540,558.883925,36.5,26.52,56.2,2.59,513.9498
1325,5/5/2022 10:00,2272,912.3978,38.75,28.18,51.38,3.01,676.29
1326,5/5/2022 11:00,1948,724.039425,40.25,29.39,49.39,3.1,801.3894
1327,5/5/2022 12:00,2500,1043.0119,41.25,30.59,47.41,3.19,879.1983
1328,5/5/2022 13:00,2148,876.116475,41.5,31.8,45.42,3.28,841.4088
1329,5/5/2022 14:00,1500,592.4702,41.75,31.59,46.64,3.14,752.4588
1330,5/5/2022 15:00,788,290.0965,41.5,31.38,47.86,3.4,623.8647
1331,5/5/2022 16:00,472,178.549525,41.25,31.16,49.08,3.99,417.8328
1332,5/5/2022 17:00,196,75.9616625,40.5,29.98,54.09,3.1,232.1402
1333,6/5/2022 7:00,374,128.760925,35,26.25,74.62,2.41,69.0535
1334,6/5/2022 8:00,924.4,327.907375,36.25,27.58,69.47,3.35,241.3353
1335,6/5/2022 9:00,1476,542.8434,38,28.92,64.32,4.3,472.9041
1336,6/5/2022 10:00,1556,589.7671,39.5,30.26,59.17,5.24,614.4204
1337,6/5/2022 11:00,1808,694.281175,41,30.55,58.11,4.9,719.7423
1338,6/5/2022 12:00,1400,539.047775,41.75,30.85,57.04,4.59,781.0974
1339,6/5/2022 13:00,1700,686.18,41.25,31.14,55.98,4.3,706.2642
1340,6/5/2022 14:00,1556,648.19105,41.25,31.03,56.44,4.1,590.5992
1341,6/5/2022 15:00,1024,429.119425,41.75,30.92,56.9,3.91,451.5675
1342,6/5/2022 16:00,832,330.44861,41.75,30.8,57.37,3.72,307.767
1343,6/5/2022 17:00,292,126.38965,42,29.96,60.95,3.52,175.3471
1344,7/5/2022 7:00,216,76.625295,35.25,26.07,78.77,2.35,90.4917
