,Datetime,P,I,T,T_NCEP,H_NCEP,W_NCEP,I_NCEP
1675,10/6/2022 8:00,1510.8,586.028125,42.5,27.48,70.91,3.41,278.1918
1676,10/6/2022 9:00,1768,701.508275,44.75,29.06,63.9,4.2,467.9358
1677,10/6/2022 10:00,2292,918.588975,46.5,30.64,56.89,5.08,643.6797
1678,10/6/2022 11:00,2372,972.634625,47,31.64,54,5.04,797.7579
1679,10/6/2022 12:00,2260,882.680075,47.5,32.64,51.12,5,914.4291
1680,10/6/2022 13:00,2000,791.4548,47,33.64,48.24,4.96,842.6124
1681,10/6/2022 14:00,2068,837.1726,47,33.08,50.78,4.96,722.397
1682,10/6/2022 15:00,1652,655.304875,46.25,32.52,53.32,4.97,571.1943
1683,10/6/2022 16:00,1028,407.340975,45.75,31.96,55.85,4.99,424.0242
1684,10/6/2022 17:00,408,179.11605,44.5,30.5,61.13,4.04,273.0226
1685,11/6/2022 7:00,780,299.03935,39.25,25.25,78.95,1.72,69.3425
1686,11/6/2022 8:00,1344,525.006275,41.5,26.83,71.74,2.71,207.4025
1687,11/6/2022 9:00,1740,668.310475,43.75,28.41,64.52,3.81,386.2617
1688,11/6/2022 10:00,2092,829.330425,45.5,29.99,57.31,4.95,562.6782
1689,11/6/2022 11:00,2340,954.32805,47,30.69,55.68,5.07,731.3439
1690,11/6/2022 12:00,2396,990.65805,47.75,31.39,54.06,5.19,872.6454
1691,11/6/2022 13:00,2048,850.307675,48,32.09,52.44,5.31,873.9675
1692,11/6/2022 14:00,1816,743.3738,47.75,31.95,52.99,5.16,822.1464
1693,11/6/2022 15:00,1024,381.2408,46.75,31.8,53.55,5.02,721.6812
1694,11/6/2022 16:00,600,232.562775,45.75,31.66,54.11,4.88,548.4096
1695,11/6/2022 17:00,272,109.936385,44.5,30.46,59.3,4.15,363.003
1696,12/6/2022 7:00,736,283.840575,38.75,25.66,79.97,1.24,97.513
1697,12/6/2022 8:00,1260,483.82865,41.5,27.35,74.07,1.88,281.027
1698,12/6/2022 9:00,1788,687.871425,43.5,29.03,68.16,2.55,511.2411
1699,12/6/2022 10:00,2248,899.424575,46,30.71,62.25,3.23,678.2862
1700,12/6/2022 11:00,2108,871.8595,47.75,31.78,57.63,3.3,813.7032
1701,12/6/2022 12:00,1968,824.09415,48,32.86,53.01,3.37,905.5401
1702,12/6/2022 13:00,1776,725.261475,47,33.93,48.38,3.43,776.0664
1703,12/6/2022 14:00,1588,652.75555,46.75,33.04,52.16,3.13,604.5198
1704,12/6/2022 15:00,1300,498.35575,45.5,32.15,55.93,2.82,418.2426
1705,12/6/2022 16:00,228,85.6248025,42.25,31.27,59.7,2.51,270.01
1706,12/6/2022 17:00,52,20.5402375,39,30.18,63.13,2.62,142.3962
1707,13/6/2022 7:00,788,310.15925,38,25.78,78.08,1.48,111.1193
1708,13/6/2022 8:00,1359.6,529.141825,41,27.71,69.73,2.23,304.1631
1709,13/6/2022 9:00,1792,709.334275,44,29.64,61.39,3.04,539.7861
1710,13/6/2022 10:00,1984,802.971225,46,31.57,53.04,3.88,715.9011
1711,13/6/2022 11:00,1880,768.4381,47.5,32.47,50.27,3.83,858.1338
1712,13/6/2022 12:00,2088,849.652125,47.25,33.37,47.51,3.78,954.1095
1713,13/6/2022 13:00,1788,707.13295,47.75,34.28,44.74,3.74,920.4948
1714,13/6/2022 14:00,812,335.6686,45.75,34.03,45.54,3.78,832.2525
1715,13/6/2022 15:00,180,63.6116175,40,33.79,46.34,3.87,700.491
1716,13/6/2022 16:00,236,87.0330075,38.75,33.54,47.14,4.02,476.4099
1717,13/6/2022 17:00,228,91.1280975,39,31.87,54.14,3.66,272.9963
1718,14/6/2022 7:00,738.8,281.5502,38.75,26.14,78.01,1.19,102.0744
1719,14/6/2022 8:00,1295.2,509.4999,40.75,27.92,70.45,1.44,286.4674
1720,14/6/2022 9:00,1708,677.042875,44.25,29.71,62.9,1.71,509.5644
1721,14/6/2022 10:00,1988,809.291925,45.75,31.49,55.35,1.98,671.5155
1722,14/6/2022 11:00,1896,808.14275,47.5,32.27,52.24,2.13,800.1171
1723,14/6/2022 12:00,1800,728.1102,47,33.05,49.14,2.3,884.5857
1724,14/6/2022 13:00,1824,731.42035,47.75,33.83,46.04,2.48,791.9319
1725,14/6/2022 14:00,1316,547.5617,47,32.95,50.05,2.78,654.651
1726,14/6/2022 15:00,792,290.84915,44,32.08,54.05,3.12,493.7016
1727,14/6/2022 16:00,880,347.201275,42,31.21,58.06,3.5,299.2942
1728,14/6/2022 17:00,352,146.9298975,42.5,30.31,61.6,3.29,140.3741
1729,15/6/2022 7:00,790,302.818825,39,25.81,79.4,1.27,75.3594
1730,15/6/2022 8:00,1475.6,590.85965,41.5,27.48,72.38,1.18,227.8625
1731,15/6/2022 9:00,1872,752.44615,44.25,29.16,65.37,1.12,426.0858
1732,15/6/2022 10:00,2052,843.088625,46.5,30.84,58.36,1.09,619.4652
1733,15/6/2022 11:00,1412,586.86975,47.25,31.87,53.64,1.59,803.82
1734,15/6/2022 12:00,1440,552.895,45.75,32.9,48.93,2.17,957.9036
1735,15/6/2022 13:00,1292,496.874725,45.5,33.93,44.21,2.78,959.8395
1736,15/6/2022 14:00,1288,505.27535,46,33.92,43.74,2.89,903.4725
1737,15/6/2022 15:00,888,355.17295,46,33.92,43.27,3,793.7607
1738,15/6/2022 16:00,84,31.9352975,42,33.91,42.8,3.11,578.8341
1739,15/6/2022 17:00,12,4.65352225,38,32.29,49.56,3.23,365.0085
1740,16/6/2022 7:00,706,260.572925,36.25,25.97,77.13,0.53,100.0613
1741,16/6/2022 8:00,1552,586.109,39.25,27.64,70.76,0.49,285.6703
1742,16/6/2022 9:00,1676,658.469275,43,29.32,64.39,0.56,514.659
1743,16/6/2022 10:00,2124,870.014375,45,30.99,58.01,0.7,695.7345
1744,16/6/2022 11:00,2304,953.66435,46,31.99,53.54,1.04,848.871
1745,16/6/2022 12:00,1720,706.93065,47.75,32.99,49.08,1.78,959.4729
1746,16/6/2022 13:00,2152,861.5975,46.25,33.99,44.61,2.61,894.5199
1747,16/6/2022 14:00,1988,831.70975,47,33.62,46,2.56,777.711
1748,16/6/2022 15:00,1444,583.2765,46.25,33.24,47.39,2.54,625.6077
1749,16/6/2022 16:00,872,358.24025,45.75,32.86,48.78,2.56,391.2207
1750,16/6/2022 17:00,68,31.9595775,44.75,31.7,53.72,2.22,194.951
1751,17/6/2022 7:00,780,304.28365,39.25,26.44,73.51,1.29,122.4457
1752,17/6/2022 8:00,1418.4,551.8753,41.75,28.21,66.37,1.63,313.7379
1753,17/6/2022 9:00,1656,660.241675,44.25,29.98,59.24,1.98,527.1834
1754,17/6/2022 10:00,2080,862.2773,45.5,31.75,52.1,2.32,687.8343
1755,17/6/2022 11:00,1780,696.183075,47,32.73,48.71,2.61,811.3377
1756,17/6/2022 12:00,1876,827.825125,46.75,33.71,45.31,2.96,888.1725
1757,17/6/2022 13:00,1944,854.21675,46.75,34.68,41.92,3.36,877.2603
1758,17/6/2022 14:00,1720,702.681825,46.25,34.62,42.36,3.58,813.5346
1759,17/6/2022 15:00,1588,637.516325,46,34.56,42.8,3.8,703.8993
1760,17/6/2022 16:00,676,267.24973,45,34.5,43.25,4.02,446.0838
1761,17/6/2022 17:00,108,41.015735,41.75,32.74,49.93,3.65,227.7312
1762,18/6/2022 7:00,336,114.452345,34.5,25.96,76.22,1.9,97.3877
1763,18/6/2022 8:00,724,252.666,35.75,27.95,66.72,2.47,273.684
1764,18/6/2022 9:00,1300,487.041675,37.75,29.93,57.21,3.08,485.2044
1765,18/6/2022 10:00,2100,828.407825,41,31.92,47.71,3.72,650.9223
1766,18/6/2022 11:00,2405.333333,968.9360667,43,32.56,45.52,4.28,788.3256
1767,18/6/2022 12:00,1992,800.405725,44,33.2,43.33,4.86,884.8785
1768,18/6/2022 13:00,2204,897.652225,44,33.83,41.14,5.46,885.9099
1769,18/6/2022 14:00,2100,844.00315,45,33.47,42.03,5.41,833.1924
1770,18/6/2022 15:00,1672,658.841525,44.5,33.1,42.93,5.35,731.538
1771,18/6/2022 16:00,1088,437.552425,43.5,32.74,43.83,5.3,578.0817
1772,18/6/2022 17:00,464,208.752925,42.75,31.22,50.37,4.48,400.5447
1773,19/6/2022 7:00,836,335.9357,39.25,26.15,72.9,2.39,123.14
1774,19/6/2022 8:00,1404,551.23595,42.75,28.12,66.1,2.78,325.2042
1775,19/6/2022 9:00,1872,748.747575,44.75,30.09,59.3,3.34,550.1082
1776,19/6/2022 10:00,2248,915.6836,46.5,32.07,52.5,4,726.5811
1777,19/6/2022 11:00,2104,878.80355,47.5,32.9,50.22,4.47,867.2217
1778,19/6/2022 12:00,2364,991.637175,47.5,33.74,47.93,4.95,960.2223
1779,19/6/2022 13:00,2128,915.9426,47.75,34.57,45.65,5.43,956.8848
1780,19/6/2022 14:00,2036,836.7113,47,34.35,45.69,5.63,895.653
1781,19/6/2022 15:00,1572,623.7014,46,34.14,45.73,5.84,782.5215
1782,19/6/2022 16:00,1072,422.305075,45.25,33.92,45.77,6.05,604.9815
1783,19/6/2022 17:00,388,159.8059925,44.5,32.22,51.24,5.1,409.3062
1784,20/6/2022 7:00,874.8,352.5346,38.5,25.76,74.74,2.39,122.9688
1785,20/6/2022 8:00,1436.8,560.2759,41.75,27.66,67.59,2.77,325.4013
1786,20/6/2022 9:00,1932,769.304,44,29.57,60.43,3.17,551.4423
1787,20/6/2022 10:00,2232,910.3745,46.25,31.48,53.28,3.58,726.0591
1788,20/6/2022 11:00,2412,989.185025,46.5,32.53,49.24,3.74,864.0165
1789,20/6/2022 12:00,2428,1001.381125,47,33.59,45.21,3.9,953.9571
1790,20/6/2022 13:00,2280,935.81915,46.75,34.65,41.17,4.07,954.8676
1791,20/6/2022 14:00,2044,827.865575,46.25,34.53,41.14,4.2,897.861
1792,20/6/2022 15:00,1636,650.845575,45.5,34.41,41.11,4.33,788.1591
1793,20/6/2022 16:00,1076,430.64095,44.5,34.29,41.08,4.46,612.6408
1794,20/6/2022 17:00,424,195.3589,44.25,32.54,46.74,4.11,416.9865
1795,21/6/2022 7:00,806.4,328.53055,38.75,26,76.23,1.73,71.4701
1796,21/6/2022 8:00,1293.6,499.148875,42,26.6,73.45,2,149.2664
1797,21/6/2022 9:00,1932,766.59285,44,27.21,70.67,2.32,199.0749
1798,21/6/2022 10:00,2232,897.449875,45.75,27.81,67.89,2.69,275.6758
1799,21/6/2022 11:00,2332,959.637125,47.25,28.5,64.5,3.2,343.4916
1800,21/6/2022 12:00,2384,974.649825,47.75,29.2,61.11,3.75,395.5608
1801,21/6/2022 13:00,2300,950.84805,48,29.89,57.72,4.33,510.3696
1802,21/6/2022 14:00,1940,787.06025,47,30.83,54.21,4.35,590.2278
1803,21/6/2022 15:00,1404,592.54305,46.75,31.77,50.7,4.37,617.4489
1804,21/6/2022 16:00,1004,391.494725,45,32.72,47.2,4.39,505.6032
1805,21/6/2022 17:00,460,207.30425,44.5,31.12,53.09,3.58,363.4005
1806,22/6/2022 7:00,750,291.642275,39,25.42,79.07,1.68,90.1297
1807,22/6/2022 8:00,1349.6,524.01895,40.75,27.34,70.16,2,256.6308
1808,22/6/2022 9:00,1936,775.430525,44,29.25,61.26,2.32,464.3556
1809,22/6/2022 10:00,2160,860.4483,46,31.17,52.36,2.65,643.3935
1810,22/6/2022 11:00,1896,758.750675,47.5,32.13,48.9,3.18,801.7416
1811,22/6/2022 12:00,2412,991.24865,47.5,33.09,45.45,3.71,923.2548
1812,22/6/2022 13:00,1744,708.031325,47.75,34.05,42,4.25,901.7634
1813,22/6/2022 14:00,1568,601.235,46.25,33.49,43.42,4.55,826.3182
1814,22/6/2022 15:00,992,403.011175,45.5,32.93,44.84,4.89,705.9678
1815,22/6/2022 16:00,252,87.316255,42.75,32.37,46.26,5.25,559.716
1816,22/6/2022 17:00,76,27.2413125,40.25,30.86,53,4.45,389.601
1817,23/6/2022 7:00,564,206.041775,37.5,26.02,77.38,0.96,64.6415
1818,23/6/2022 8:00,1013.2,379.86495,39.5,27.24,72.68,1.06,176.2503
1819,23/6/2022 9:00,1280,487.70525,40.75,28.46,67.98,1.42,303.7485
1820,23/6/2022 10:00,1468,567.478775,43.75,29.68,63.28,1.9,371.8698
1821,23/6/2022 11:00,1392,534.28905,44,29.98,62.18,2.12,410.2257
1822,23/6/2022 12:00,1264,508.706825,43.75,30.28,61.07,2.35,418.6038
1823,23/6/2022 13:00,1892,786.412825,44,30.58,59.97,2.6,464.2395
1824,23/6/2022 14:00,1688,685.556825,45,30.74,59.35,2.65,480.2316
1825,23/6/2022 15:00,1268,469.3906,44.25,30.89,58.73,2.74,461.0625
1826,23/6/2022 16:00,784,296.902775,43,31.05,58.11,2.86,396.4269
1827,23/6/2022 17:00,320,124.5444275,41.75,29.9,63.09,2.7,298.7726
1828,24/6/2022 7:00,473.2,178.29865,37.5,24.98,81.53,1.11,73.6123
1829,24/6/2022 8:00,1302,514.639,40,26.34,75.55,1.22,204.1008
1830,24/6/2022 9:00,1868,750.600925,43.25,27.71,69.57,1.42,356.2674
1831,24/6/2022 10:00,1816,687.466775,45.75,29.07,63.59,1.68,512.6067
1832,24/6/2022 11:00,1380,495.167075,45.25,30.46,58.6,1.77,659.3478
1833,24/6/2022 12:00,1956,829.17655,45,31.85,53.6,2.03,780.0972
1834,24/6/2022 13:00,1344,525.6456,46,33.24,48.61,2.42,735.3459
1835,24/6/2022 14:00,240,89.549955,44.5,32.6,51.42,2.56,647.4891
1836,24/6/2022 15:00,628,222.940125,40.25,31.95,54.23,2.83,528.7923
1837,24/6/2022 16:00,824,310.46675,40.75,31.31,57.04,3.19,324.3537
1838,24/6/2022 17:00,220,84.71837,40.5,30.11,62.27,2.83,155.5985
1839,25/6/2022 7:00,356,126.0254575,36.25,25.16,84,0.41,95.1936
1840,25/6/2022 8:00,868,307.804175,37.75,26.59,77.56,0.8,244.0841
1841,25/6/2022 9:00,1604,619.2178,39.25,28.02,71.13,1.2,399.9126
1842,25/6/2022 10:00,1112,422.013725,41,29.45,64.69,1.6,583.9095
1843,25/6/2022 11:00,1448,551.9805,40.75,30.31,60.77,1.91,759.9399
1844,25/6/2022 12:00,1816,779.719825,42.25,31.17,56.84,2.23,907.8075
1845,25/6/2022 13:00,2016,880.583925,43.25,32.02,52.92,2.54,840.9729
1846,25/6/2022 14:00,1288,504.967775,44,31.69,54.54,2.45,725.3508
1847,25/6/2022 15:00,872,360.66005,44,31.37,56.16,2.4,577.7808
1848,25/6/2022 16:00,792,300.763175,43,31.04,57.78,2.4,451.5714
1849,25/6/2022 17:00,224,83.6743575,42.25,29.85,62.21,2.61,309.4875
1850,26/6/2022 7:00,584,220.965375,37.25,25.39,81.5,2.2,98.5558
1851,26/6/2022 8:00,1412,531.3998,40.5,27.04,73.98,2.52,275.389
1852,26/6/2022 9:00,1524,596.330625,42.75,28.7,66.46,2.88,483.3894
1853,26/6/2022 10:00,1908,759.487125,43.5,30.35,58.94,3.27,647.0727
1854,26/6/2022 11:00,2080,851.18185,45.5,31.5,54.67,3.23,781.653
1855,26/6/2022 12:00,2176,880.592,46.25,32.65,50.4,3.28,875.1276
1856,26/6/2022 13:00,2048,879.378025,47,33.8,46.13,3.41,756.8544
1857,26/6/2022 14:00,1848,738.639325,46.25,33.23,48.59,3.56,596.5815
1858,26/6/2022 15:00,764,307.124325,44.75,32.67,51.04,3.7,419.901
1859,26/6/2022 16:00,116,41.71174,42,32.1,53.5,3.84,387.9228
1860,26/6/2022 17:00,12,2.686903,39.75,30.83,58.57,3.4,310.659
1861,27/6/2022 7:00,881.2,351.23165,38.75,25.8,79.49,1.64,97.8539
1862,27/6/2022 8:00,1375.2,545.765,41.75,27.59,71.69,1.92,283.9099
1863,27/6/2022 9:00,1576,657.2553,44,29.38,63.89,2.31,517.3692
1864,27/6/2022 10:00,2088,875.404325,44.75,31.17,56.1,2.77,692.7996
1865,27/6/2022 11:00,1696,650.7404,46.25,32.11,52.74,2.91,836.691
1866,27/6/2022 12:00,1708,679.179475,45.75,33.06,49.39,3.08,936.3504
1867,27/6/2022 13:00,1856,792.029325,44.25,34.01,46.04,3.29,860.2596
1868,27/6/2022 14:00,1644,691.14105,45.25,33.7,47.17,3.2,734.3466
1869,27/6/2022 15:00,512,192.922875,44.5,33.39,48.3,3.26,577.3575
1870,27/6/2022 16:00,108,39.8260525,41.25,33.08,49.44,3.48,448.6596
1871,27/6/2022 17:00,20,6.13455625,38.5,31.65,55.66,3.49,305.8152
1872,28/6/2022 7:00,849.2,338.048025,37.5,26.2,76.1,2.23,114.3429
1873,28/6/2022 8:00,1455.6,561.740775,40.25,28.01,68.89,2.69,313.7298
1874,28/6/2022 9:00,1916,756.84875,42.5,29.81,61.68,3.15,538.9698
1875,28/6/2022 10:00,1716,698.02825,44,31.62,54.47,3.61,715.554
1876,28/6/2022 11:00,1732,740.783975,45.75,32.7,51.17,3.73,857.1852
1877,28/6/2022 12:00,2260,928.770025,46.5,33.79,47.87,3.85,951.9534
1878,28/6/2022 13:00,2208,870.880225,47,34.87,44.57,3.98,853.7169
1879,28/6/2022 14:00,2264,913.32045,45.75,33.85,48.4,4.22,706.7286
1880,28/6/2022 15:00,1608,634.805125,45.5,32.83,52.22,4.58,533.6862
1881,28/6/2022 16:00,1096,431.053675,44.75,31.8,56.05,5.05,415.3131
1882,28/6/2022 17:00,432,194.735725,44.25,30.91,58.78,4.57,283.5163
1883,29/6/2022 7:00,851.6,345.299425,38.5,26.31,77.97,2.81,105.5948
1884,29/6/2022 8:00,1457.2,565.98965,42,28.27,69.59,3.67,294.101
1885,29/6/2022 9:00,1960,774.9368,44,30.23,61.21,4.56,510.9981
1886,29/6/2022 10:00,2200,873.85855,45.5,32.19,52.84,5.46,675.8331
1887,29/6/2022 11:00,2400,970.166175,47.25,33.04,49.54,5.42,806.6286
1888,29/6/2022 12:00,2480,1025.1507,47.25,33.9,46.24,5.38,892.6491
1889,29/6/2022 13:00,2232,917.197,48,34.75,42.94,5.35,906.4635
1890,29/6/2022 14:00,1808,684.796075,47.5,34.64,42.89,5.53,864.8493
1891,29/6/2022 15:00,1508,605.4596,46.75,34.54,42.84,5.75,770.6538
1892,29/6/2022 16:00,892,355.6019,45,34.44,42.78,6,596.0274
1893,29/6/2022 17:00,368,165.3335525,44.5,32.92,48.13,5.39,404.0619
1894,30/6/2022 7:00,787.6,316.3181,39,26.4,76.17,2.88,94.3559
1895,30/6/2022 8:00,1300,500.662275,41.75,28.08,69.45,3.38,271.9846
1896,30/6/2022 9:00,1856,723.124925,43.75,29.76,62.74,4.1,484.6704
1897,30/6/2022 10:00,2100,829.322325,45.75,31.44,56.02,4.94,655.881
1898,30/6/2022 11:00,2248,908.893475,47,32.46,52.59,5.05,799.7493
1899,30/6/2022 12:00,2004,800.915575,48,33.48,49.15,5.17,902.9538
1900,30/6/2022 13:00,1400,561.30375,47.5,34.5,45.72,5.28,788.7507
1901,30/6/2022 14:00,1508,602.8779,46.25,33.61,49.1,4.69,630.2076
1902,30/6/2022 15:00,1504,583.066025,46.25,32.72,52.49,4.11,452.5269
1903,30/6/2022 16:00,736,287.741425,45.75,31.83,55.87,3.53,313.2075
1904,30/6/2022 17:00,428,171.24962,43,31.01,58.56,3.43,184.3385
1905,1/7/2022 7:00,818.8,310.16735,39,25.85,80.86,2.79,65.6207
1906,1/7/2022 8:00,1471.2,562.1859,41.75,27.35,74.11,3.77,200.1197
1907,1/7/2022 9:00,1876,729.37275,44.25,28.85,67.37,4.85,370.6548
1908,1/7/2022 10:00,2132,831.8959,46.25,30.35,60.62,5.98,543.6009
1909,1/7/2022 11:00,2320,954.821725,47.25,31.29,57.44,6.05,709.6884
1910,1/7/2022 12:00,2120,860.7477,48,32.22,54.25,6.12,849.8346
1911,1/7/2022 13:00,1708,673.643825,47.75,33.16,51.07,6.19,880.9101
1912,1/7/2022 14:00,1528,590.6088,46.5,33.13,50,6.24,857.5413
1913,1/7/2022 15:00,1128,434.59035,46.5,33.11,48.92,6.31,779.3205
1914,1/7/2022 16:00,1056,401.263025,45.5,33.09,47.85,6.39,606.6066
1915,1/7/2022 17:00,360,160.129715,44.5,31.66,53.61,5.28,414.1164
1916,2/7/2022 7:00,432,150.636535,37.5,26.23,76.6,3.58,64.4036
1917,2/7/2022 8:00,648,229.948725,39.25,26.92,73.08,4.07,155.8266
1918,2/7/2022 9:00,1148,410.50535,40.25,27.61,69.56,4.57,242.016
1919,2/7/2022 10:00,2008,777.599425,43.5,28.3,66.04,5.06,239.0988
1920,2/7/2022 11:00,2216,896.049825,46.5,28.35,66.29,4.74,192.3388
1921,2/7/2022 12:00,1912,715.6388,46.25,28.4,66.54,4.42,113.9515
1922,2/7/2022 13:00,2248,893.0715,46.5,28.45,66.79,4.1,241.6961
1923,2/7/2022 14:00,2016,805.755275,46.75,29.16,64.34,4.86,351.0675
1924,2/7/2022 15:00,1560,619.671075,46.25,29.86,61.88,5.63,420.4632
1925,2/7/2022 16:00,908,359.8427,45.75,30.57,59.43,6.39,293.5399
1926,2/7/2022 17:00,384,159.2718425,45.25,28.57,69.56,4.89,174.9587
1927,3/7/2022 7:00,456,165.2769,38.25,25.36,81.17,2.5,46.0243
1928,3/7/2022 8:00,776,275.0029,39.5,26.07,77.92,2.89,110.1905
1929,3/7/2022 9:00,1268,468.97785,41.75,26.78,74.67,3.32,164.9045
1930,3/7/2022 10:00,1736,658.202225,43.5,27.49,71.42,3.79,204.1346
1931,3/7/2022 11:00,2056,790.18415,45.75,28.07,69.43,3.58,227.4302
1932,3/7/2022 12:00,2432,1014.079075,47.25,28.65,67.43,3.38,234.3726
1933,3/7/2022 13:00,1812,660.49255,46,29.23,65.44,3.2,296.7206
1934,3/7/2022 14:00,1852,660.152625,46,30.25,61.12,3.66,339.2367
1935,3/7/2022 15:00,1376,550.52375,46,31.26,56.79,4.15,352.4481
1936,3/7/2022 16:00,1120,442.6268,45,32.28,52.47,4.67,352.7094
1937,3/7/2022 17:00,480,217.97905,44.25,30.71,59.54,4.27,300.4104
1938,4/7/2022 7:00,774.8,313.1132,38.75,25.38,80.43,2.44,57.7657
1939,4/7/2022 8:00,1396.4,536.166625,42.5,26.69,75.12,3.17,178.9815
1940,4/7/2022 9:00,1772,697.43745,44.75,28,69.8,4.01,332.5401
1941,4/7/2022 10:00,1856,702.81125,46,29.31,64.49,4.9,489.7275
1942,4/7/2022 11:00,2412,940.5131,46.25,30.17,61.79,5.58,641.2074
1943,4/7/2022 12:00,2344,939.95475,47.5,31.04,59.1,6.26,769.5603
1944,4/7/2022 13:00,2148,891.5581,47,31.9,56.41,6.94,782.9481
1945,4/7/2022 14:00,1828,714.19825,46.25,31.84,56.37,6.34,748.3566
1946,4/7/2022 15:00,1616,652.0029,46,31.78,56.33,5.74,668.0808
1947,4/7/2022 16:00,1108,439.16295,45.25,31.72,56.3,5.15,505.5165
1948,4/7/2022 17:00,492,216.3766,44.5,30.2,63.79,4.42,334.3206
1949,5/7/2022 7:00,533.2,201.59865,38.5,25.37,84.41,1.98,83.8788
1950,5/7/2022 8:00,1273.2,505.599025,41,27.12,76.19,2.36,243.8476
1951,5/7/2022 9:00,1232,480.97185,43,28.87,67.97,2.83,432.9318
1952,5/7/2022 10:00,1848,720.365175,44.75,30.61,59.75,3.35,599.0991
1953,5/7/2022 11:00,2072,834.987475,47,31.78,55.45,3.52,744.7425
1954,5/7/2022 12:00,2132,890.94305,47.5,32.96,51.16,3.8,855.369
1955,5/7/2022 13:00,1360,566.070575,47,34.13,46.86,4.18,726.8568
1956,5/7/2022 14:00,1012,396.577175,46.25,32.77,52.93,4.31,557.8632
1957,5/7/2022 15:00,684,253.645275,45.75,31.41,58.99,4.49,375.9891
1958,5/7/2022 16:00,400,155.0068,45,30.06,65.06,4.72,298.2053
1959,5/7/2022 17:00,244,93.9040225,44,29.19,69.2,3.8,207.8817
1960,6/7/2022 7:00,618.8,234.8774,38,26.21,82.76,1.76,60.3574
1961,6/7/2022 8:00,1100,417.09315,40.75,27.49,76.62,2.15,180.8355
1962,6/7/2022 9:00,1480,574.487375,43.25,28.76,70.48,2.54,327.8904
1963,6/7/2022 10:00,1688,663.681175,45,30.03,64.34,2.93,432.2163
1964,6/7/2022 11:00,1588,621.313925,46,30.83,60.58,3.03,513.6513
1965,6/7/2022 12:00,1996,819.910025,46.5,31.63,56.82,3.18,565.8069
1966,6/7/2022 13:00,1772,700.25385,46.5,32.42,53.06,3.36,526.6491
1967,6/7/2022 14:00,1412,560.3002,46.25,32.24,53.79,3.85,456.5832
1968,6/7/2022 15:00,984,368.567025,45,32.05,54.52,4.35,365.8638
1969,6/7/2022 16:00,608,225.975025,44,31.86,55.25,4.85,310.1922
1970,6/7/2022 17:00,320,120.8296975,43,30.62,59.93,4.21,231.0944
1971,7/7/2022 7:00,395.6,139.0310725,38.5,26.34,77.07,2.34,81.0596
1972,7/7/2022 8:00,686.4,243.245675,39.25,27.8,70.33,3.17,231.3307
1973,7/7/2022 9:00,956,337.3439,40.5,29.27,63.58,4.01,404.2929
1974,7/7/2022 10:00,1180,421.9085,42,30.74,56.84,4.86,493.8648
1975,7/7/2022 11:00,1556,576.6968,43.25,31.26,54.54,5.15,541.8846
1976,7/7/2022 12:00,2040,815.928275,45.25,31.79,52.24,5.44,548.805
1977,7/7/2022 13:00,1876,723.07635,47,32.31,49.94,5.74,544.0314
1978,7/7/2022 14:00,1456,558.15555,46.5,32.2,50.57,5.45,506.2797
1979,7/7/2022 15:00,1208,459.217625,44.75,32.09,51.2,5.18,439.6953
1980,7/7/2022 16:00,900,349.6454,44,31.98,51.83,4.93,316.3539
1981,7/7/2022 17:00,496,205.6452,44.5,30.95,56.17,4.12,196.4048
1982,8/7/2022 7:00,706.4,278.919925,38.5,25.89,81.92,1.68,71.6442
1983,8/7/2022 8:00,1214,477.31375,41.75,27.69,73.53,2.35,229.0302
1984,8/7/2022 9:00,1752,704.680775,43.75,29.48,65.13,3.05,437.6136
1985,8/7/2022 10:00,2036,845.111925,46,31.28,56.74,3.78,608.5371
1986,8/7/2022 11:00,1624,645.577025,47.5,32.27,53.18,4.36,759.2097
1987,8/7/2022 12:00,2384,937.0735,46.25,33.26,49.62,5.02,874.56
1988,8/7/2022 13:00,1956,862.916675,47.25,34.25,46.06,5.75,757.692
1989,8/7/2022 14:00,744,266.586075,46.25,33.61,48.31,5.43,597.8205
1990,8/7/2022 15:00,392,141.9445575,43.75,32.98,50.57,5.11,420.8025
1991,8/7/2022 16:00,64,23.9878925,42.25,32.34,52.83,4.8,296.4683
1992,8/7/2022 17:00,20,8.53819925,41.5,31.31,56.58,4.38,178.9648
1993,9/7/2022 7:00,256,88.19031,36,24.18,88.47,3.35,9.411
1994,9/7/2022 8:00,556,188.60925,36.25,24.48,87.56,3.42,36.9833
1995,9/7/2022 9:00,956,333.370175,37.75,24.78,86.64,3.49,77.9682
1996,9/7/2022 10:00,1672,624.276,39.75,25.08,85.73,3.57,128.1268
1997,9/7/2022 11:00,1804,702.058575,42,25.48,83.67,3.84,181.4343
1998,9/7/2022 12:00,1900,749.50025,43.5,25.89,81.61,4.12,231.0026
1999,9/7/2022 13:00,1780,684.9903,44.5,26.3,79.54,4.4,271.7871
2000,9/7/2022 14:00,1780,718.48755,45,26.66,78.1,4.39,294.9073
2001,9/7/2022 15:00,1268,509.4271,44.5,27.03,76.65,4.39,294.6391
2002,9/7/2022 16:00,748,294.9928,44,27.4,75.21,4.4,200.7811
2003,9/7/2022 17:00,344,141.36186,43.25,26.75,78.11,3.72,115.478
2004,15/7/2022 7:00,568.4,203.94565,36.5,25,85.54,1.56,94.0328
2005,15/7/2022 8:00,979.6,358.58015,39.75,26.57,78.1,2.23,277.935
